id,sales_per_month,region,locality,x,y,people_iso_3,people_iso_5,people_iso_10,people_iso_15,people_iso_30,type,geometry,index_right,fclass
17190,1984.0,Гомельская область,Мозырь,29.204014,52.042505,555,871,3709,8753,37627,train,POINT (29.204014 52.042505),138758.0,residential
5467,3414.0,Ярославская область,Ярославль,39.906931,57.587578,0,3247,10073,15445,29970,train,POINT (39.906931 57.587578),846843.0,residential
16458,2606.0,Липецкая область,Грязи,39.948797,52.492277,53,236,2213,6849,20231,train,POINT (39.948797 52.492277),1099998.0,residential
20130,2327.0,Краснодарский край,Краснодар,39.127268,45.032169,2030,3758,7066,11994,36888,train,POINT (39.127268 45.032169),3824443.0,residential
9099,3768.0,Республика Мордовия,Краснослободск,43.781381,54.42775,42,54,646,2590,8250,train,POINT (43.781381 54.42775),,
11954,2336.0,Москва,Москва,37.498856,55.744861,776,3135,9775,21964,73767,train,POINT (37.498856 55.744861),594833.0,residential
20989,2565.0,Белгородская область,Белгород,36.534504,50.595968,475,1125,3467,3573,4421,train,POINT (36.534504 50.595968),1667981.0,residential
1823,2328.0,Московская область,Подольск,37.525787,55.357771,0,572,3134,9173,39322,train,POINT (37.525787 55.357771),754847.0,residential
23748,1809.0,Тульская область,посёлок Черепеть,36.389782,54.117756,0,0,70,315,1283,train,POINT (36.389782 54.117756),,
20168,1764.0,Ярославская область,посёлок Октябрьский,39.113323,57.984467,156,811,1903,2167,2195,train,POINT (39.113323 57.984467),,
18941,2870.0,Омская область,Омск,73.295761,55.031933,775,4574,19339,40109,109455,train,POINT (73.295761 55.031933),,
24397,3066.0,Москва,Москва,37.673691,55.705045,1202,6171,24652,38154,75820,train,POINT (37.673691 55.705045),598516.0,residential
12254,2748.0,Нижегородская область,Саров,43.319987,54.945503,718,2122,15529,27761,49046,train,POINT (43.319987 54.945503),4948050.0,residential
17808,2801.0,Калужская область,Калуга,36.277178,54.506256,1371,5558,21785,47723,119318,train,POINT (36.277178 54.506256),729778.0,residential
15517,2315.0,Самарская область,Самара,50.12562,53.202685,292,1618,15038,36774,159961,train,POINT (50.12562 53.202685),4632301.0,residential
13088,2424.0,Республика Дагестан,село Тарумовка,46.5337,44.073478,24,36,232,2046,7322,train,POINT (46.5337 44.073478),2076965.0,residential
18647,2662.0,Московская область,Краснознаменск,37.037615,55.583146,0,1114,3048,3946,27954,train,POINT (37.037615 55.583146),,
1664,2474.0,Московская область,посёлок Нагорное,37.639697,55.902292,807,807,807,807,1859,train,POINT (37.639697 55.902292),1719880.0,residential
12423,3270.0,Иркутская область,село Еланцы,106.401992,52.795876,18,84,743,2074,3528,train,POINT (106.401992 52.795876),2861366.0,residential
22397,1606.0,Ивановская область,Кинешма,42.118486,57.459651,129,350,2828,7166,36602,train,POINT (42.118486 57.459651),1084829.0,residential
219,2436.0,Республика Бурятия,Улан-Удэ,107.703942,51.759961,0,9,108,276,1652,train,POINT (107.703942 51.759961),3435192.0,residential
19276,2212.0,Орловская область,Орёл,36.112585,52.983499,160,1420,4548,8538,30836,train,POINT (36.112585 52.983499),,
2859,2085.0,Смоленская область,Велиж,31.194626,55.606896,16,168,840,1516,6196,train,POINT (31.194626 55.606896),1670879.0,commercial
16475,1919.0,Кировская область,Котельнич,48.298811,58.305147,0,4,512,1836,9282,train,POINT (48.298811 58.305147),,
2871,2359.0,Тульская область,Богородицк,38.131303,53.777261,2,439,2825,8554,27340,train,POINT (38.131303 53.777261),1558777.0,residential
13124,2104.0,Волгоградская область,Волгоград,44.492287,48.713046,907,1973,2133,5912,56096,train,POINT (44.492287 48.713046),3946189.0,residential
15542,2439.0,Чукотский автономный округ,Анадырь,177.517091,64.733884,262,836,6204,9224,12183,train,POINT (177.517091 64.733884),,
2151,2975.0,Владимирская область,Владимир,40.386869,56.144191,686,2005,12007,20982,76118,train,POINT (40.386869 56.144191),1099455.0,residential
15844,2455.0,Забайкальский край,посёлок городского типа Карымское,114.351799,51.626403,0,9,3202,4257,7681,train,POINT (114.351799 51.626403),,
17107,2330.0,Красноярский край,посёлок городского типа Большая Ирба,92.931471,54.082134,4,4,1706,2824,4007,train,POINT (92.931471 54.082134),,
3865,2324.0,Москва,Москва,37.649377,55.887219,1042,5354,25529,58993,164233,train,POINT (37.649377 55.887219),598130.0,residential
12297,1847.0,Воронежская область,Воронеж,39.193574,51.650748,154,1811,14779,26570,90621,train,POINT (39.193574 51.650748),,
14631,2623.0,Пермский край,деревня Кондратово,56.10214,57.975955,1679,3559,9831,10902,15073,train,POINT (56.10214 57.975955),4660662.0,residential
11299,4466.0,Москва,Москва,37.810835,55.722496,0,1433,16176,29469,93987,train,POINT (37.810835 55.722496),596596.0,residential
25854,1862.0,Ивановская область,Шуя,41.372601,56.851585,354,578,3409,6627,27475,train,POINT (41.372601 56.851585),1591201.0,residential
13196,2732.0,Краснодарский край,село Белая Глина,40.873652,46.08188,3,15,102,2754,17333,train,POINT (40.873652 46.08188),,
19602,2915.0,Республика Карелия,Лахденпохья,30.198288,61.519424,250,1601,3164,4476,5767,train,POINT (30.198288 61.519424),,
7844,3309.0,Камчатский край,Петропавловск-Камчатский,158.673992,53.056821,522,522,4149,12615,33744,train,POINT (158.673992 53.056821),2009577.0,residential
9131,2145.0,Нижегородская область,Нижний Новгород,44.08034,56.2827,595,1792,12322,27160,57589,train,POINT (44.08034 56.2827),5330036.0,residential
16244,4853.0,Калужская область,Таруса,37.176939,54.727464,66,351,1358,2545,11083,train,POINT (37.176939 54.727464),689252.0,residential
7304,2974.0,Самарская область,Тольятти,49.302715,53.516113,462,3400,16679,36995,116008,train,POINT (49.302715 53.516113),4634399.0,residential
14010,3183.0,Московская область,Кубинка,36.690421,55.557714,540,1052,2287,5513,12117,train,POINT (36.690421 55.557714),1183941.0,residential
22266,3032.0,Московская область,Люберцы,37.911241,55.685609,1200,4158,15797,40558,124438,train,POINT (37.911241 55.685609),669161.0,residential
20953,1741.0,Брянская область,Брянск,34.30938,53.297487,1048,3443,11394,17988,50321,train,POINT (34.30938 53.297487),769616.0,residential
18777,3118.0,Республика Саха (Якутия),Нерюнгри,124.709227,56.663207,392,1032,8252,23350,60099,train,POINT (124.709227 56.663207),1997258.0,residential
15945,2120.0,Челябинская область,Челябинск,61.385827,55.150844,1087,4396,20314,51317,144537,train,POINT (61.385827 55.150844),4190071.0,residential
16995,2009.0,Санкт-Петербург,посёлок Шушары,30.358529,59.804961,1796,2356,2787,14191,64979,train,POINT (30.358529 59.804961),2497812.0,residential
9741,1879.0,Минская область,Борисов,28.484015,54.211682,1925,2270,8595,16042,53321,train,POINT (28.484015 54.211682),169767.0,residential
2304,2532.0,Тульская область,Донской,38.327081,53.968999,260,1043,4479,9781,23725,train,POINT (38.327081 53.968999),,
23724,1913.0,Пермский край,Пермь,56.30598,58.101668,821,2020,13444,23229,40112,train,POINT (56.30598 58.101668),4632449.0,residential
24311,2777.0,Тюменская область,Когалым,74.485707,62.264722,1784,4867,14934,29124,44356,train,POINT (74.485707 62.264722),4541970.0,residential
61,2904.0,Омская область,Омск,73.410742,55.023668,390,1828,10090,26182,67728,train,POINT (73.410742 55.023668),3382875.0,residential
950,2354.0,Республика Башкортостан,село Языково,55.020876,54.690574,3,6,1340,1769,4471,train,POINT (55.020876 54.690574),,
7124,3068.0,Московская область,село Павловская Слобода,37.08839,55.81536,769,2277,6231,9467,11585,train,POINT (37.08839 55.81536),783682.0,residential
2660,2871.0,Московская область,Дмитров,37.550133,56.355894,515,2437,3315,7447,38307,train,POINT (37.550133 56.355894),1630665.0,residential
21646,2962.0,Пензенская область,Пенза,44.96456,53.187314,2459,3082,9307,13115,32530,train,POINT (44.96456 53.187314),5277552.0,residential
10349,3379.0,Москва,Москва,37.748741,55.681214,1406,3984,20074,47817,155207,train,POINT (37.748741 55.681214),596625.0,residential
16326,2803.0,Красноярский край,Красноярск,92.885396,55.977389,1601,2083,4331,6839,38099,train,POINT (92.885396 55.977389),3488457.0,residential
19199,2222.0,Свердловская область,посёлок городского типа Бисерть,59.053068,56.857754,8,48,879,2402,14527,train,POINT (59.053068 56.857754),,
25783,2035.0,Московская область,Домодедово,37.734423,55.437089,830,3305,4595,5524,23051,train,POINT (37.734423 55.437089),,
23107,3119.0,Республика Татарстан,Казань,49.124949,55.789604,281,3890,9374,17376,80612,train,POINT (49.124949 55.789604),,
22107,4802.0,Новосибирская область,Тогучин,84.403849,55.236965,0,455,796,1584,7008,train,POINT (84.403849 55.236965),,
6365,2965.0,Астраханская область,село Началово,48.173141,46.341001,9,96,483,1699,5788,train,POINT (48.173141 46.341001),,
13405,3085.0,Санкт-Петербург,Санкт-Петербург,30.331586,59.820366,1300,2757,20721,40511,71726,train,POINT (30.331586 59.820366),2694693.0,residential
824,1868.0,Московская область,село Ивановское,37.843221,55.07688,124,1801,2234,2908,3145,train,POINT (37.843221 55.07688),1008172.0,residential
1853,2299.0,Самарская область,Тольятти,49.3388,53.545989,1958,3773,17870,35666,141049,train,POINT (49.3388 53.545989),4634410.0,residential
22087,2359.0,Владимирская область,Гороховец,42.668341,56.193742,38,524,4023,4243,5786,train,POINT (42.668341 56.193742),909541.0,residential
9569,1675.0,Белгородская область,Белгород,36.558722,50.634407,546,1130,3753,6530,29711,train,POINT (36.558722 50.634407),697497.0,residential
23018,2184.0,Пермский край,Пермь,56.202139,57.999396,269,269,838,6712,78854,train,POINT (56.202139 57.999396),5505310.0,residential
25287,1491.0,Московская область,Люберцы,37.906192,55.689441,480,3558,16016,51771,180408,train,POINT (37.906192 55.689441),669160.0,residential
23213,1753.0,Тульская область,Белёв,36.136628,53.81566,235,1111,4382,8666,13404,train,POINT (36.136628 53.81566),1343981.0,residential
8311,2005.0,Пермский край,Кизел,57.657501,59.053958,115,503,2264,4766,13208,train,POINT (57.657501 59.053958),,
17025,1730.0,Омская область,Тара,74.378958,56.896616,152,478,3646,5673,11052,train,POINT (74.378958 56.896616),3540973.0,residential
1082,2394.0,Пермский край,Пермь,56.288829,57.998036,1497,5184,17410,36114,137409,train,POINT (56.288829 57.998036),4627844.0,residential
7632,2386.0,Ростовская область,Аксай,39.860331,47.262819,0,281,5924,12766,43976,train,POINT (39.860331 47.262819),3884322.0,residential
21907,2180.0,Санкт-Петербург,Павловск,30.43201,59.687822,382,2313,8457,10225,26620,train,POINT (30.43201 59.687822),2623176.0,residential
2285,2346.0,Самарская область,Самара,50.1628,53.201217,895,1395,12520,33935,160350,train,POINT (50.1628 53.201217),4631107.0,residential
6095,2863.0,Республика Дагестан,Дербент,48.2904,42.089009,20,1559,6503,10376,16317,train,POINT (48.2904 42.089009),,
24187,3322.0,Республика Татарстан,Казань,49.189903,55.806757,216,1440,8556,33090,92087,train,POINT (49.189903 55.806757),4676390.0,residential
2832,2049.0,Ставропольский край,Ставрополь,41.936789,45.069028,470,3771,9473,27871,78741,train,POINT (41.936789 45.069028),2101625.0,residential
21224,2102.0,Республика Башкортостан,Нефтекамск,54.223281,56.077887,274,715,2506,10041,36261,train,POINT (54.223281 56.077887),5529363.0,residential
14031,1884.0,Московская область,Наро-Фоминск,36.73937,55.384473,827,1168,6892,9865,40223,train,POINT (36.73937 55.384473),983054.0,residential
8098,2198.0,Краснодарский край,станица Вышестеблиевская,36.994968,45.194294,9,69,426,1434,3738,train,POINT (36.994968 45.194294),3829258.0,residential
8171,3200.0,Москва,Москва,37.518103,55.645695,1155,1992,17230,44221,159505,train,POINT (37.518103 55.645695),596150.0,residential
913,2494.0,Республика Адыгея,посёлок Тульский,40.179828,44.508138,264,750,2610,3927,7905,train,POINT (40.179828 44.508138),4076729.0,residential
8935,2375.0,Свердловская область,Екатеринбург,60.632489,56.838666,494,3297,15695,37333,150809,train,POINT (60.632489 56.838666),4565235.0,residential
13598,3123.0,Московская область,,37.366354,56.058118,15,48,380,631,3734,train,POINT (37.366354 56.058118),1776264.0,retail
25217,3248.0,Ленинградская область,городской посёлок Рощино,29.592243,60.255915,816,1505,5009,7756,10768,train,POINT (29.592243 60.255915),2208458.0,residential
4116,2765.0,Иркутская область,село Баяндай,105.508415,53.062314,3,21,321,908,2211,train,POINT (105.508415 53.062314),2747507.0,residential
6354,1410.0,Владимирская область,посёлок Никологоры,41.988847,56.140903,25,310,935,2103,5476,train,POINT (41.988847 56.140903),627888.0,residential
13523,2274.0,Удмуртская Республика,Воткинск,54.017166,57.046377,606,3464,11408,18588,40887,train,POINT (54.017166 57.046377),4651637.0,residential
11183,2763.0,Ленинградская область,городской посёлок Ульяновка,30.755956,59.637452,48,86,594,2026,9483,train,POINT (30.755956 59.637452),2411455.0,residential
23742,2469.0,Брянская область,Брянск,34.227544,53.33367,0,0,1211,3576,6378,train,POINT (34.227544 53.33367),768906.0,industrial
14900,2159.0,Саратовская область,Саратов,45.997588,51.543951,515,1532,8366,12886,89580,train,POINT (45.997588 51.543951),5335608.0,residential
930,2105.0,Калужская область,Кремёнки,37.121867,54.884141,0,920,5720,9693,10674,train,POINT (37.121867 54.884141),1016869.0,residential
24431,3241.0,Кемеровская область,Белово,86.310743,54.410677,315,1206,5876,13350,30875,train,POINT (86.310743 54.410677),,
282,2078.0,Республика Дагестан,село Терекли-Мектеб,45.875538,44.162665,41,73,333,2581,8390,train,POINT (45.875538 44.162665),,
22119,2361.0,Калужская область,Калуга,36.356827,54.513868,1071,2061,5097,5970,11041,train,POINT (36.356827 54.513868),947379.0,residential
11730,2098.0,Томская область,Томск,84.979462,56.516429,958,3685,15165,37642,88297,train,POINT (84.979462 56.516429),2790271.0,residential
22804,2922.0,Республика Мордовия,село Лямбирь,45.114935,54.290854,641,1575,2883,3280,4347,train,POINT (45.114935 54.290854),,
20079,3340.0,Москва,Москва,37.554973,55.602117,717,2803,8823,20041,108007,train,POINT (37.554973 55.602117),1171458.0,residential
25066,1759.0,Вологодская область,Кириллов,38.390194,59.859122,31,33,927,2496,5452,train,POINT (38.390194 59.859122),2450296.0,nature_reserve
20732,2330.0,Липецкая область,Липецк,39.546306,52.611272,430,2915,10503,32400,102348,train,POINT (39.546306 52.611272),669225.0,residential
524,1893.0,Ростовская область,Ростов-на-Дону,39.696678,47.248883,370,1136,6566,17204,96013,train,POINT (39.696678 47.248883),3840556.0,residential
24131,1628.0,Ульяновская область,Ульяновск,48.379813,54.3135,6,351,2544,13135,77847,train,POINT (48.379813 54.3135),,
13246,2512.0,Москва,Москва,37.538916,55.883449,1793,5722,19933,38938,187199,train,POINT (37.538916 55.883449),598928.0,residential
8940,1742.0,Московская область,Балашиха,38.013065,55.741429,295,5520,26557,55214,169274,train,POINT (38.013065 55.741429),1183021.0,residential
22075,2114.0,Севастополь,Севастополь,33.477629,44.584457,1277,1624,2092,3903,59753,train,POINT (33.477629 44.584457),,
6373,2016.0,Тульская область,Липки,37.704853,53.943965,63,358,1912,3188,6767,train,POINT (37.704853 53.943965),594525.0,residential
18163,2324.0,Липецкая область,Елец,38.471708,52.603292,0,540,5279,12004,26374,train,POINT (38.471708 52.603292),1186812.0,residential
25962,2040.0,Ростовская область,Новочеркасск,40.109661,47.455312,655,889,1279,1586,13090,train,POINT (40.109661 47.455312),3957854.0,residential
8333,3090.0,Московская область,Мытищи,37.778065,55.939645,250,250,4772,10569,14830,train,POINT (37.778065 55.939645),1700908.0,residential
21740,2520.0,Московская область,посёлок Подосинки,37.543173,56.213835,0,0,33,84,3528,train,POINT (37.543173 56.213835),,
11483,3349.0,Гомельская область,Речица,30.396452,52.368536,6,733,9500,14272,30132,train,POINT (30.396452 52.368536),,
6520,2637.0,Московская область,Краснознаменск,37.036862,55.597537,240,3165,13635,29089,39647,train,POINT (37.036862 55.597537),,
2424,2371.0,Брестская область,Пинск,26.05738,52.108791,0,244,3152,7520,21144,train,POINT (26.05738 52.108791),429923.0,industrial
4174,3774.0,Оренбургская область,Оренбург,55.159533,51.83665,550,4208,13565,27210,86503,train,POINT (55.159533 51.83665),4632482.0,residential
258,1614.0,Тюменская область,Ноябрьск,75.451546,63.20143,677,2716,11813,30307,81723,train,POINT (75.451546 63.20143),4145730.0,residential
24360,3314.0,Западно-Казахстанская область,город Аксай,53.031136,51.160141,432,2508,8077,20639,25331,train,POINT (53.031136 51.160141),467449.0,residential
2442,3389.0,Костанайская область,Лисаковск,62.487901,52.548439,1152,1824,10151,24895,40486,train,POINT (62.487901 52.548439),452246.0,residential
1665,2282.0,Республика Крым,Ялта,34.171431,44.499046,126,868,7372,12600,54421,train,POINT (34.171431 44.499046),1845991.0,residential
25038,1899.0,Ярославская область,Ярославль,39.952017,57.645255,0,1740,15237,38829,78610,train,POINT (39.952017 57.645255),,
20466,1804.0,Ростовская область,Волгодонск,42.162814,47.506924,1185,2097,11691,31183,52237,train,POINT (42.162814 47.506924),3677138.0,residential
1292,1951.0,Санкт-Петербург,Санкт-Петербург,30.393137,60.048216,1572,3803,16194,37999,159486,train,POINT (30.393137 60.048216),2736347.0,residential
4011,2554.0,Краснодарский край,село Весёлое,40.005414,43.416316,20,82,1036,5197,17914,train,POINT (40.005414 43.416316),4026676.0,residential
20619,4479.0,город республиканского значения Астана,Астана,71.399598,51.170261,6,1180,19723,42519,143554,train,POINT (71.399598 51.170261),,
1825,2174.0,Московская область,Реутов,37.860526,55.757593,2342,5557,19549,43643,150157,train,POINT (37.860526 55.757593),602412.0,residential
24869,2268.0,Республика Крым,посёлок городского типа Орджоникидзе,35.35168,44.964783,139,191,2657,4066,4116,train,POINT (35.35168 44.964783),,
6091,1822.0,Московская область,село Раменье,35.491835,56.150619,54,57,311,753,917,train,POINT (35.491835 56.150619),,
22635,1899.0,Волгоградская область,Камышин,45.389329,50.077992,10,240,2894,9547,23980,train,POINT (45.389329 50.077992),3703298.0,residential
6761,2901.0,Москва,,37.26318,55.615549,302,1554,6496,13977,15339,train,POINT (37.26318 55.615549),,
5892,1548.0,Калужская область,Калуга,36.263962,54.533947,1973,5176,18816,33281,72283,train,POINT (36.263962 54.533947),726390.0,residential
13808,3573.0,Оренбургская область,поселок Новоорск,58.985358,51.383551,0,389,1769,4320,13552,train,POINT (58.985358 51.383551),5267177.0,residential
25207,2030.0,Саратовская область,посёлок Дубки,46.056467,51.666126,487,553,928,2250,3943,train,POINT (46.056467 51.666126),,
7878,2739.0,Оренбургская область,Оренбург,55.095078,51.807542,571,3598,10668,28970,66887,train,POINT (55.095078 51.807542),5463738.0,residential
15538,2918.0,Томская область,Томск,84.961121,56.463703,1458,5939,19470,42016,134663,train,POINT (84.961121 56.463703),3556863.0,residential
177,2329.0,Республика Дагестан,Каспийск,47.640626,42.869507,36,224,2272,7756,32973,train,POINT (47.640626 42.869507),2125164.0,residential
5251,2354.0,Белгородская область,посёлок Дубовое,36.576192,50.535374,1507,2298,4817,9253,13518,train,POINT (36.576192 50.535374),1241211.0,residential
2252,3634.0,Карагандинская область,Балхаш,74.978285,46.839759,435,1434,9895,21248,64734,train,POINT (74.978285 46.839759),450884.0,residential
33,2517.0,Санкт-Петербург,Санкт-Петербург,30.447508,60.002995,333,1089,7296,8134,45165,train,POINT (30.447508 60.002995),2393107.0,residential
15013,2059.0,Республика Крым,Бахчисарай,33.848361,44.739216,102,507,4038,8357,18021,train,POINT (33.848361 44.739216),,
1209,2225.0,Краснодарский край,Краснодар,38.919324,45.03539,1411,2588,16627,45154,95132,train,POINT (38.919324 45.03539),3677546.0,residential
1861,2028.0,Республика Дагестан,Кизляр,46.720113,43.855087,140,1366,4300,8159,26898,train,POINT (46.720113 43.855087),2020526.0,residential
22584,3202.0,Кировская область,Белая Холуница,50.841131,58.84871,22,96,1465,3418,6992,train,POINT (50.841131 58.84871),,
4693,2785.0,Москва,Москва,37.504699,55.805437,326,1651,8505,26263,126916,train,POINT (37.504699 55.805437),599883.0,residential
8270,2307.0,Карачаево-Черкесская Республика,посёлок городского типа Медногорский,41.182725,43.917909,480,2760,8524,8572,8700,train,POINT (41.182725 43.917909),2018388.0,residential
11417,2253.0,Московская область,Лобня,37.443587,56.006185,884,2656,18148,21481,49604,train,POINT (37.443587 56.006185),1397567.0,residential
16184,1756.0,Московская область,деревня Румянцево,37.62687,56.091135,5,190,733,1009,1639,train,POINT (37.62687 56.091135),1773385.0,residential
12335,1738.0,Краснодарский край,Новороссийск,37.768723,44.692112,89,89,7138,25477,81446,train,POINT (37.768723 44.692112),4000859.0,industrial
15088,1958.0,Московская область,Сергиев Посад,38.150311,56.281639,0,0,867,1183,10605,train,POINT (38.150311 56.281639),594523.0,residential
21249,1821.0,Ростовская область,Шахты,40.304647,47.760091,125,421,1585,2286,5352,train,POINT (40.304647 47.760091),3666993.0,residential
1492,3366.0,Тульская область,Тула,37.536758,54.197823,0,403,7117,8431,20061,train,POINT (37.536758 54.197823),1307487.0,residential
6728,2350.0,Ярославская область,Ярославль,39.832665,57.585076,745,3823,17306,26673,52749,train,POINT (39.832665 57.585076),615942.0,residential
3357,2135.0,Московская область,Одинцово,37.265179,55.674519,245,1470,11893,23055,101699,train,POINT (37.265179 55.674519),605115.0,residential
24189,1896.0,Московская область,деревня Селково,38.152214,56.584729,9,15,1266,1461,1536,train,POINT (38.152214 56.584729),796829.0,residential
11981,1493.0,Краснодарский край,садовое товарищество Кубанская Нива,38.756497,45.081851,0,0,0,0,0,train,POINT (38.756497 45.081851),3681692.0,allotments
20731,2802.0,Ленинградская область,Мурино,30.433436,60.049604,7689,15684,39796,70882,207856,train,POINT (30.433436 60.049604),2439640.0,residential
12887,2047.0,Витебская область,Витебск,30.237181,55.169275,664,2666,8188,16616,90864,train,POINT (30.237181 55.169275),87067.0,residential
17096,2696.0,Ростовская область,Красный Сулин,40.071082,47.891438,0,729,3042,4212,22461,train,POINT (40.071082 47.891438),3669515.0,residential
14762,2190.0,Брестская область,Барановичи,26.049862,53.148477,189,1832,3896,6663,15539,train,POINT (26.049862 53.148477),93509.0,residential
2135,2844.0,Санкт-Петербург,Санкт-Петербург,30.237517,60.03615,2108,5041,30181,73252,230706,train,POINT (30.237517 60.03615),2445752.0,residential
22542,2141.0,Тульская область,Новомосковск,38.304052,54.006397,150,1948,9742,20129,46915,train,POINT (38.304052 54.006397),987763.0,residential
20409,1848.0,Ростовская область,Таганрог,38.875016,47.233295,440,865,3286,13594,60736,train,POINT (38.875016 47.233295),3876003.0,residential
17953,2442.0,Тюменская область,Лангепас,75.182836,61.249954,896,1478,11757,26517,34820,train,POINT (75.182836 61.249954),4155139.0,residential
21502,2056.0,Липецкая область,Липецк,39.55024,52.607275,225,3595,8981,19206,107411,train,POINT (39.55024 52.607275),777591.0,residential
7296,1710.0,Московская область,Можайск,36.028569,55.509141,0,0,2521,7129,24491,train,POINT (36.028569 55.509141),,
4010,2418.0,Республика Татарстан,Казань,49.202566,55.802162,1038,3362,7931,15103,83769,train,POINT (49.202566 55.802162),5662751.0,residential
7728,1778.0,Липецкая область,Липецк,39.549001,52.597816,1229,3241,12272,28859,136447,train,POINT (39.549001 52.597816),777601.0,residential
16594,3278.0,Нижегородская область,Бор,44.061167,56.362563,715,1960,6817,14203,28506,train,POINT (44.061167 56.362563),4734620.0,residential
1672,2809.0,Московская область,Балашиха,38.039403,55.742777,1152,1152,15390,32852,91814,train,POINT (38.039403 55.742777),1718439.0,residential
9258,2377.0,Чувашская Республика,Чебоксары,47.192257,56.122851,325,2755,15585,40986,89301,train,POINT (47.192257 56.122851),5207205.0,residential
23603,2676.0,Московская область,Чехов,37.428072,55.168417,1145,2786,7237,11342,16369,train,POINT (37.428072 55.168417),1064539.0,residential
23143,2038.0,Тюменская область,посёлок Горноправдинск,69.927036,60.062437,12,205,2790,5295,6027,train,POINT (69.927036 60.062437),,
10807,3388.0,Ростовская область,Таганрог,38.851511,47.21809,728,3224,9574,15172,50733,train,POINT (38.851511 47.21809),4069740.0,residential
2047,2212.0,Ставропольский край,село Кочубеевское,41.825887,44.691453,0,51,1070,4250,16749,train,POINT (41.825887 44.691453),2019274.0,residential
11161,2131.0,Курская область,Железногорск,35.342014,52.349271,370,3207,7817,23488,81971,train,POINT (35.342014 52.349271),1687382.0,residential
569,2174.0,Ставропольский край,Изобильный,41.699292,45.378907,0,104,2506,5384,19349,train,POINT (41.699292 45.378907),2096872.0,residential
5729,1589.0,Белгородская область,Белгород,36.576683,50.611477,918,3094,9169,15531,67543,train,POINT (36.576683 50.611477),1605108.0,residential
6921,2668.0,Ульяновская область,посёлок городского типа Старая Майна,48.922313,54.605918,56,537,2084,3217,5650,train,POINT (48.922313 54.605918),,
21003,1656.0,Воронежская область,село Верхняя Хава,39.930662,51.840546,4,80,183,816,3376,train,POINT (39.930662 51.840546),861165.0,residential
12251,2719.0,Москва,посёлок Коммунарка,37.488227,55.56446,0,416,1360,9799,48867,train,POINT (37.488227 55.56446),1770554.0,residential
6407,2010.0,Челябинская область,Челябинск,61.28817,55.17825,878,2410,12525,27225,144297,train,POINT (61.28817 55.17825),4526568.0,residential
16315,2782.0,Ярославская область,Ярославль,39.820041,57.606899,414,2167,13187,18006,24231,train,POINT (39.820041 57.606899),1001602.0,residential
2980,3896.0,Республика Северная Осетия — Алания,Беслан,44.526628,43.192118,0,0,1527,4656,13796,train,POINT (44.526628 43.192118),2108451.0,residential
14123,2136.0,Москва,Москва,37.519587,55.681279,904,2802,15730,30765,142236,train,POINT (37.519587 55.681279),1701507.0,residential
437,3236.0,Приморский край,Большой Камень,132.352019,43.111799,700,3539,17539,28565,41907,train,POINT (132.352019 43.111799),,
10105,2351.0,Амурская область,Благовещенск,127.517324,50.29246,648,2602,7718,18559,57552,train,POINT (127.517324 50.29246),1991374.0,residential
5585,3270.0,Курганская область,Курган,65.286696,55.466244,518,1984,12096,21632,55625,train,POINT (65.286696 55.466244),4204323.0,residential
22920,1972.0,Самарская область,Самара,50.22896,53.20805,567,1877,14144,41495,133825,train,POINT (50.22896 53.20805),4926472.0,residential
19705,2530.0,Амурская область,Благовещенск,127.518433,50.277948,271,561,4814,8511,33558,train,POINT (127.518433 50.277948),,
3929,2710.0,Минская область,Смолевичи,28.077363,54.025506,32,102,442,1084,14749,train,POINT (28.077363 54.025506),75901.0,residential
2881,2333.0,Кировская область,Киров,49.621607,58.641977,96,1105,12493,19782,43320,train,POINT (49.621607 58.641977),4758004.0,residential
1748,2388.0,Республика Крым,Бахчисарай,33.858449,44.742942,4,120,1200,2544,18881,train,POINT (33.858449 44.742942),1826790.0,residential
14519,2655.0,Тульская область,Тула,37.580688,54.150449,1036,2666,9573,23553,50667,train,POINT (37.580688 54.150449),840345.0,residential
13893,2720.0,Гродненская область,Лида,25.278002,53.877197,869,1055,9140,14320,33106,train,POINT (25.278002 53.877197),193208.0,residential
12265,1884.0,Республика Татарстан,Бавлы,53.248591,54.394006,0,1166,4737,5484,16012,train,POINT (53.248591 54.394006),4714424.0,industrial
19225,3279.0,Москва,Москва,37.593288,55.583257,994,1642,4806,14816,72754,train,POINT (37.593288 55.583257),1721229.0,residential
22878,2972.0,Воронежская область,посёлок городского типа Подгоренский,39.646722,50.402948,207,392,1381,3759,5976,train,POINT (39.646722 50.402948),618118.0,residential
13243,1958.0,Пермский край,Чайковский,54.142801,56.772463,1028,2266,10340,18206,43827,train,POINT (54.142801 56.772463),4640819.0,residential
18465,2441.0,Иркутская область,рабочий посёлок Юрты,97.627928,56.054085,44,588,2189,3542,6720,train,POINT (97.627928 56.054085),3320997.0,residential
10930,2227.0,Могилёвская область,Могилёв,30.358213,53.900674,330,1274,6977,13409,43586,train,POINT (30.358213 53.900674),69078.0,residential
3172,2617.0,Удмуртская Республика,Воткинск,53.986604,57.03265,1053,1417,3813,6719,16825,train,POINT (53.986604 57.03265),5516593.0,residential
334,3477.0,Минская область,Солигорск,27.492697,52.786232,0,1160,5014,14863,37603,train,POINT (27.492697 52.786232),367580.0,residential
